"Crear hora","Casa de apuestas","ID Padre","ID de usuario",Usuario,Tipo,"ID de transacción","Nombre de usuario del emisor",Moneda,Ingresos,Estado,Total,Comisión,Saldo,"Saldo actual",Billeteras,"Tipo de transacción","grupo causal",causal,"producto causal",Descripción,Nota,"Dirección IP"
"2024-05-05 09:00:49",pe.aciertala.com,782425139,784989542,segun43,"Player Retail",96116509043,segun43shop,PEN,10,0.00,10,,0.7,10.7,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1985939 Voucher Canjeado",,181.66.176.222
"2024-05-05 09:04:37",pe.aciertala.com,782425139,783588842,fredyal,"Player Retail",96116606405,fredyalshop,PEN,200,0.00,200,,0.22,200.22,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1985942 Voucher Canjeado",,181.66.150.178
"2024-05-05 11:02:59",pe.aciertala.com,782425139,785288321,Richigarra,"Player Online",96119616767,Richigarrashop,PEN,15,0.00,15,,0.06,15.06,SportBooks,Deposit,"Depósito - Retiro","Alps Online Deposit (1017)",Payments,Deposito,,181.66.139.120
"2024-05-05 10:53:23",pe.aciertala.com,782425139,783933485,tabara123,"Player Online",96119377289,"Carolina Parra Gestor",PEN,10,0.00,10,,0,10,SportBooks,Deposit,"Depósito - Retiro","Deposito Bancario (83)",Banco,"Depósito De Banco","Recarga altoque",38.25.18.92
"2024-05-05 12:04:53",pe.aciertala.com,782425139,784100114,juanlucar,"Player Retail",96121360685,juanlucarshop,PEN,15,0.00,15,,0.86,15.86,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1985963 Voucher Canjeado",,179.6.168.48
"2024-05-05 12:05:59",pe.aciertala.com,782425139,785888429,yruizsuarez06,"Player Online",96121393118,yruizsuarez06shop,PEN,20,0.00,20,,0,20,SportBooks,Deposit,"Depósito - Retiro","Alps Online Deposit (1017)",Payments,Deposito,,179.7.102.118
"2024-05-05 05:28:29",pe.aciertala.com,782425139,784702559,pieri123,"Player Online",96110974070,pieri123shop,PEN,10,0.00,10,,0,10,SportBooks,Deposit,"Depósito - Retiro","Alps Online Deposit (1017)",Payments,Deposito,,190.239.78.97
"2024-05-05 10:21:32",pe.aciertala.com,782425139,785210396,jodelzs,"Player Online",96118599329,"Carolina Parra Gestor",PEN,2,0.00,2,,0,2,SportBooks,Deposit,"Depósito - Retiro","Deposito Bancario (83)",Banco,"Depósito De Banco","Recarga altoque",38.25.18.92
"2024-05-05 04:00:27",pe.aciertala.com,782425139,785276927,Jhan099,"Player Online",96109311335,"Atencion Sei Aciertala Gestor",PEN,1,0.00,1,,0.08,1.08,SportBooks,Deposit,"Depósito - Retiro","Deposito Bancario (83)",Banco,"Depósito De Banco","Recarga De Una",191.183.40.104
"2024-05-05 11:28:32",pe.aciertala.com,782425139,783895004,JOEL88,"Player Retail",96120314597,JOEL88shop,PEN,5,0.00,5,,0.21,5.21,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1985960 Voucher Canjeado",,179.6.168.145
"2024-05-05 11:06:35",pe.aciertala.com,782425139,785874707,Hernan123,"Player Online",96119711870,Hernan123shop,PEN,20,0.00,20,,0,20,SportBooks,Deposit,"Depósito - Retiro","Inswitch BCP PE - Deposit (1533)",Payments,Depósito,,179.6.74.159
"2024-05-05 13:06:57",pe.aciertala.com,782425139,785888429,yruizsuarez06,"Player Online",96123250622,yruizsuarez06shop,PEN,20,0.00,20,,0.42,20.42,SportBooks,Deposit,"Depósito - Retiro","Alps Online Deposit (1017)",Payments,Deposito,,179.7.102.118
"2024-05-05 13:40:39",pe.aciertala.com,782425139,785276927,Jhan099,"Player Online",96124269914,"Maria Vargas Gestor",PEN,3,0.00,3,,0.05,3.05,SportBooks,Deposit,"Depósito - Retiro","Deposito Bancario (83)",Banco,"Depósito De Banco","recarga al toque",38.25.18.92
"2024-05-05 15:09:18",pe.aciertala.com,782425139,783027979,maycol2025,"Player Retail",96127142240,maycol2025shop,PEN,20,0.00,20,,0.23,20.23,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1985990 Voucher Canjeado",,38.25.28.25
"2024-05-05 16:18:58",pe.aciertala.com,783791003,784023062,marcelovargas,"Player Retail",96129357539,marcelovargasshop,PEN,30,0.00,30,,0,30,SportBooks,Deposit,"Depósito - Retiro","Alps Online Deposit (1017)",Payments,Deposito,,190.237.22.139
"2024-05-05 18:00:33",pe.aciertala.com,782425139,783895004,JOEL88,"Player Retail",96132023405,JOEL88shop,PEN,5,0.00,5,,0.21,5.21,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1985999 Voucher Canjeado",,179.6.168.145
"2024-05-05 18:48:49",pe.aciertala.com,782425139,783023689,DAVIDPONCE,"Player Retail",96132944420,DAVIDPONCEshop,PEN,10,0.00,10,,0.73,10.73,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986008 Voucher Canjeado",,181.176.115.213
"2024-05-06 05:35:58",pe.aciertala.com,782425139,784373159,micky,"Player Retail",96136987199,mickyshop,PEN,15,0.00,15,,0.58,15.58,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986005 Voucher Canjeado",,38.25.31.16
"2024-05-06 11:03:20",pe.aciertala.com,782425139,785796095,danyvet3011,"Player Online",96144232847,"Carolina Parra Gestor",PEN,3,0.00,3,,0.77,3.77,SportBooks,Deposit,"Depósito - Retiro","Deposito Bancario (83)",Banco,"Depósito De Banco","Recarga altoque",38.25.18.92
"2024-05-05 19:41:40",pe.aciertala.com,782425139,784100114,juanlucar,"Player Retail",96133638233,juanlucarshop,PEN,14,0.00,14,,0.86,14.86,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986014 Voucher Canjeado",,179.6.168.48
"2024-05-05 19:43:59",pe.aciertala.com,783791003,784023062,marcelovargas,"Player Retail",96133661816,marcelovargasshop,PEN,20,0.00,20,,0,20,SportBooks,Deposit,"Depósito - Retiro","Alpcash Deposit (1033)",Payments,Deposito,,190.237.22.139
"2024-05-06 12:03:44",pe.aciertala.com,783887261,785374155,edward25,"Player Retail",96145656017,edward25shop,PEN,5,0.00,5,,0,5,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986056 Voucher Canjeado",,179.6.168.145
"2024-05-05 20:41:53",pe.aciertala.com,782425139,783588842,fredyal,"Player Retail",96134143460,fredyalshop,PEN,100,0.00,100,,0.57,100.57,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986020 Voucher Canjeado",,179.7.88.105
"2024-05-06 00:25:17",pe.aciertala.com,782425139,782993683,kencar,"Player Online",96134703173,kencarshop,PEN,10,0.00,10,,0.64,10.64,SportBooks,Deposit,"Depósito - Retiro","Inswitch BCP PE - Deposit (1533)",Payments,Depósito,,190.239.72.133
"2024-05-06 08:33:55",pe.aciertala.com,784103888,784338281,FRAN,"Player Retail",96140966696,FRANshop,PEN,400,0.00,400,,611.81,1011.81,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,181.176.44.197
"2024-05-06 08:42:05",pe.aciertala.com,784103888,784338281,FRAN,"Player Retail",96141142832,FRANshop,PEN,400,0.00,400,,611.81,1011.81,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,181.176.44.197
"2024-05-06 12:42:32",pe.aciertala.com,782425139,782993683,kencar,"Player Online",96146789699,kencarshop,PEN,10,0.00,10,,0.64,10.64,SportBooks,Deposit,"Depósito - Retiro","Inswitch BCP PE - Deposit (1533)",Payments,Depósito,,190.239.72.133
"2024-05-06 14:47:34",pe.aciertala.com,782425139,785276927,Jhan099,"Player Online",96151019852,"Carolina Parra Gestor",PEN,3,0.00,3,,0.05,3.05,SportBooks,Deposit,"Depósito - Retiro","Deposito Bancario (83)",Banco,"Depósito De Banco","Recarga altoque",38.25.18.92
"2024-05-06 16:38:06",pe.aciertala.com,782425139,783025189,JuniorH,"Player Online",96154638500,JuniorHshop,PEN,149.3,0.00,149.3,,83.32,232.62,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986089 Voucher Canjeado",,179.6.169.222
"2024-05-06 18:41:01",pe.aciertala.com,783791003,784023062,marcelovargas,"Player Retail",96157626863,marcelovargasshop,PEN,30,0.00,30,,0,30,SportBooks,Deposit,"Depósito - Retiro","Alpcash Deposit (1033)",Payments,Deposito,,190.237.22.139
"2024-05-07 06:11:37",pe.aciertala.com,782425139,784001096,Jose1094,"Player Retail",96162662942,Jose1094shop,PEN,50,0.00,50,,230.58,280.58,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,174.206.41.200
"2024-05-07 06:27:07",pe.aciertala.com,782425139,784001096,Jose1094,"Player Retail",96162971600,Jose1094shop,PEN,50,0.00,50,,241.64,291.64,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,174.206.41.200
"2024-05-06 20:28:48",pe.aciertala.com,782425139,784001096,Jose1094,"Player Retail",96158878121,Jose1094shop,PEN,150,0.00,150,,10,160,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,173.18.85.12
"2024-05-07 07:14:29",pe.aciertala.com,782425139,784001096,Jose1094,"Player Retail",96163982618,Jose1094shop,PEN,200,0.00,200,,41.64,241.64,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,174.206.41.200
"2024-05-07 11:43:51",pe.aciertala.com,782425139,784001096,Jose1094,"Player Retail",96170087330,Jose1094shop,PEN,50,0.00,50,,241.64,291.64,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,174.225.33.115
"2024-05-07 11:43:46",pe.aciertala.com,782425139,784001096,Jose1094,"Player Retail",96170085137,Jose1094shop,PEN,50,0.00,50,,191.64,241.64,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,174.225.33.115
"2024-05-07 12:20:01",pe.aciertala.com,782425139,784001096,Jose1094,"Player Retail",96171109376,Jose1094shop,PEN,100,0.00,100,,213.05,313.05,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,174.225.33.115
"2024-05-07 10:02:22",pe.aciertala.com,785901686,785901701,Cj-FaleySportCasma2,Operador,96167620562,"Jefesoporte Aciertala Gestor",PEN,2000,0.00,2000,,0,2000,SportBooks,Deposit,"Depósito - Retiro","Ajuste de apuesta (80)",Miscellaneous,"Depósito De Sportsbook",recarga,38.25.18.92
"2024-05-07 12:50:14",pe.aciertala.com,782425139,785210396,jodelzs,"Player Online",96172009139,"Maria Vargas Gestor",PEN,1,0.00,1,,0.03,1.03,SportBooks,Deposit,"Depósito - Retiro","Deposito Bancario (83)",Banco,"Depósito De Banco","Recarga al toque",38.25.18.92
"2024-05-06 21:47:32",pe.aciertala.com,782425139,784001096,Jose1094,"Player Retail",96159319586,Jose1094shop,PEN,200,0.00,200,,80.58,280.58,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,173.18.85.12
"2024-05-07 13:52:33",pe.aciertala.com,782425139,785288321,Richigarra,"Player Online",96174088610,Richigarrashop,PEN,10,0.00,10,,11.31,21.31,SportBooks,Deposit,"Depósito - Retiro","Alps Online Deposit (1017)",Payments,Deposito,,181.66.157.53
"2024-05-07 13:56:01",pe.aciertala.com,782425139,783527334,josetsuarez12,"Player Online",96174213023,josetsuarez12shop,PEN,30,0.00,30,,325,355,SportBooks,Deposit,"Depósito - Retiro","Alps Online Deposit (1017)",Payments,Deposito,,200.25.47.116
"2024-05-07 12:37:53",pe.aciertala.com,784103888,784338281,FRAN,"Player Retail",96171634379,FRANshop,PEN,400,0.00,400,,611.81,1011.81,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,179.6.26.210
"2024-05-07 12:41:51",pe.aciertala.com,782425139,783009709,oswaldo18,"Player Retail",96171754175,oswaldo18shop,PEN,30,0.00,30,,0.74,30.74,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986149 Voucher Canjeado",,181.66.150.178
"2024-05-07 11:13:33",pe.aciertala.com,782425139,784128728,Kiza1617,"Player Retail",96169259879,Kiza1617shop,PEN,15,0.00,15,,0.38,15.38,SportBooks,Deposit,"Depósito - Retiro","Alps Online Deposit (1017)",Payments,Deposito,,190.42.17.99
"2024-05-07 14:11:48",pe.aciertala.com,782425139,783891104,DENIS123,"Player Retail",96174762128,DENIS123shop,PEN,35,0.00,35,,0.24,35.24,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986161 Voucher Canjeado",,179.6.168.145
"2024-05-07 14:12:26",pe.aciertala.com,783765743,783765755,CjInfileoncioprado,Operador,96174784337,"Jefesoporte Aciertala Gestor",PEN,2000,0.00,2000,,27.24,2027.24,SportBooks,Deposit,"Depósito - Retiro","Ajuste de apuesta (80)",Miscellaneous,"Depósito De Sportsbook",saldo,38.25.18.92
"2024-05-07 14:13:29",pe.aciertala.com,782425139,785394774,Joelgon,"Player Online",96174821087,"Maria Vargas Gestor",PEN,200,0.00,200,,0,200,SportBooks,Deposit,"Depósito - Retiro","Deposito Bancario (83)",Banco,"Depósito De Banco","Recarga al toque",38.25.18.92
"2024-05-07 15:28:11",pe.aciertala.com,782425139,784100114,juanlucar,"Player Retail",96177288266,juanlucarshop,PEN,15,0.00,15,,0.36,15.36,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986167 Voucher Canjeado",,179.6.168.48
"2024-05-07 14:31:33",pe.aciertala.com,782425139,783270088,gelber123,"Player Retail",96175448693,gelber123shop,PEN,20,0.00,20,,0,20,SportBooks,Deposit,"Depósito - Retiro","Alps Online Deposit (1017)",Payments,Deposito,,181.176.123.100
"2024-05-07 16:29:10",pe.aciertala.com,782425139,784228805,Wuilmerchimu,"Player Retail",96179185673,Wuilmerchimushop,PEN,17,0.00,17,,0.15,17.15,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986185 Voucher Canjeado",,179.6.168.48
"2024-05-07 16:39:52",pe.aciertala.com,782425139,785270336,Irazabal111,"Player Online",96179507603,"Maria Vargas Gestor",PEN,20,0.00,20,,0.03,20.03,SportBooks,Deposit,"Depósito - Retiro","Deposito Bancario (83)",Banco,"Depósito De Banco","Recarga al toque",38.25.18.92
"2024-05-07 16:38:04",pe.aciertala.com,782425139,783890399,Guille123,"Player Retail",96179454989,Guille123shop,PEN,15,0.00,15,,0.01,15.01,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986188 Voucher Canjeado",,179.7.88.240
"2024-05-07 17:53:35",pe.aciertala.com,784103888,784338281,FRAN,"Player Retail",96181460642,FRANshop,PEN,1000,0.00,1000,,6.81,1006.81,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,179.6.84.49
"2024-05-07 17:55:53",pe.aciertala.com,782953801,785486151,Gael,"Player Retail",96181509674,Gaelshop,PEN,20,0.00,20,,0.23,20.23,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986212 Voucher Canjeado",,132.251.1.121
"2024-05-07 18:14:46",pe.aciertala.com,782425139,784373159,micky,"Player Retail",96181875521,mickyshop,PEN,17,0.00,17,,0.04,17.04,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986218 Voucher Canjeado",,179.7.88.76
"2024-05-07 18:00:10",pe.aciertala.com,784103888,784338281,FRAN,"Player Retail",96181596449,FRANshop,PEN,400,0.00,400,,606.81,1006.81,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,179.6.84.49
"2024-05-07 18:12:29",pe.aciertala.com,782425139,783933485,tabara123,"Player Online",96181831958,"Maria Vargas Gestor",PEN,50,0.00,50,,0,50,SportBooks,Deposit,"Depósito - Retiro","Deposito Bancario (83)",Banco,"Depósito De Banco","Recarga al toque",38.25.18.92
"2024-05-07 18:12:02",pe.aciertala.com,783887204,783887219,CJChimu7,Operador,96181823546,CJChimu7unknown,PEN,17,0.00,17,,2207,2224,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986191 Voucher Canjeado",,179.6.168.48
"2024-05-07 19:33:26",pe.aciertala.com,782425139,784237118,carne11,"Player Retail",96182983106,"Maria Vargas Gestor",PEN,5,0.00,5,,0,5,SportBooks,Deposit,"Depósito - Retiro","Deposito Bancario (83)",Banco,"Depósito De Banco","recarga al toque",38.25.18.92
"2024-05-07 20:57:38",pe.aciertala.com,782425139,783891104,DENIS123,"Player Retail",96183571019,DENIS123shop,PEN,40,0.00,40,,0.24,40.24,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986236 Voucher Canjeado",,179.6.168.145
"2024-05-07 21:20:33",pe.aciertala.com,782425139,783933485,tabara123,"Player Online",96183654272,"Maria Vargas Gestor",PEN,50,0.00,50,,0,50,SportBooks,Deposit,"Depósito - Retiro","Deposito Bancario (83)",Banco,"Depósito De Banco","Recarga al toque",38.25.18.92
"2024-05-08 10:16:36",pe.aciertala.com,782425139,785344119,Carlos1414,"Player Online",96193411508,"Carolina Parra Gestor",PEN,60,0.00,60,,0.36,60.36,SportBooks,Deposit,"Depósito - Retiro","Deposito Bancario (83)",Banco,"Depósito De Banco","Recarga altoque",38.25.18.92
"2024-05-08 10:24:34",pe.aciertala.com,782425139,784816388,jeanphs20,"Player Retail",96193627307,jeanphs20shop,PEN,10,0.00,10,,0,10,SportBooks,Deposit,"Depósito - Retiro","Alps Online Deposit (1017)",Payments,Deposito,,148.102.113.14
"2024-05-07 20:03:42",pe.aciertala.com,782425139,782993683,kencar,"Player Online",96183259943,kencarshop,PEN,20,0.00,20,,0.09,20.09,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986233 Voucher Canjeado",,181.66.177.178
"2024-05-08 11:14:29",pe.aciertala.com,782425139,782993683,kencar,"Player Online",96194958785,kencarshop,PEN,23,0.00,23,,0.59,23.59,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986263 Voucher Canjeado",,181.66.177.178
"2024-05-08 11:22:33",pe.aciertala.com,782425139,784128728,Kiza1617,"Player Retail",96195184187,Kiza1617shop,PEN,20,0.00,20,,0.08,20.08,SportBooks,Deposit,"Depósito - Retiro","Alps Online Deposit (1017)",Payments,Deposito,,190.42.17.99
"2024-05-08 10:02:15",pe.aciertala.com,782425139,783914582,juver16,"Player Retail",96193016972,juver16shop,PEN,5,0.00,5,,0.83,5.83,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986257 Voucher Canjeado",,179.6.168.145
"2024-05-08 12:17:34",pe.aciertala.com,782425139,783954788,betoypunto,"Player Retail",96196917716,betoypuntoshop,PEN,5,0.00,5,,0.47,5.47,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986278 Voucher Canjeado",,179.6.168.145
"2024-05-08 12:07:02",pe.aciertala.com,782425139,784770680,Barco99,"Player Retail",96196553252,Barco99shop,PEN,15,0.00,15,,0.04,15.04,SportBooks,Deposit,"Depósito - Retiro","Alps Online Deposit (1017)",Payments,Deposito,,181.176.22.116
"2024-05-08 13:22:36",pe.aciertala.com,782425139,783896741,SHORO66,"Player Retail",96199112588,SHORO66shop,PEN,10,0.00,10,,0.86,10.86,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986287 Voucher Canjeado",,179.6.168.145
"2024-05-08 14:04:50",pe.aciertala.com,782425139,783056851,cristobal26,"Player Retail",96200529377,cristobal26shop,PEN,20,0.00,20,,0.76,20.76,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986302 Voucher Canjeado",,132.251.3.88
"2024-05-08 16:17:00",pe.aciertala.com,784103888,784338281,FRAN,"Player Retail",96204525716,FRANshop,PEN,150,0.00,150,,40.81,190.81,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,181.176.47.240
"2024-05-08 16:15:06",pe.aciertala.com,782425139,784017557,victorr10,"Player Retail",96204467645,victorr10shop,PEN,8,0.00,8,,0.63,8.63,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986323 Voucher Canjeado",,179.6.168.48
"2024-05-08 13:18:34",pe.aciertala.com,782425139,783848480,KEVINTOLIM,"Player Retail",96198978593,KEVINTOLIMshop,PEN,10,0.00,10,,0.05,10.05,SportBooks,Deposit,"Depósito - Retiro","Alps Online Deposit (1017)",Payments,Deposito,,190.234.21.243
"2024-05-08 18:29:20",pe.aciertala.com,782425139,785576496,Paolo777,"Player Online",96207991223,Paolo777shop,PEN,200,0.00,200,,50,250,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,190.43.252.165
"2024-05-08 18:59:41",pe.aciertala.com,782425139,783895004,JOEL88,"Player Retail",96208468550,JOEL88shop,PEN,5,0.00,5,,0.21,5.21,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986338 Voucher Canjeado",,179.6.168.145
"2024-05-08 19:43:26",pe.aciertala.com,782425139,782993683,kencar,"Player Online",96209006246,"Carolina Parra Gestor",PEN,450,0.00,450,,23.59,473.59,SportBooks,Deposit,"Depósito - Retiro","Cupón Cancelado (14)",Cupón,"#1986332 Voucher Cancelado","Quiere retirar saldo-deposito ATC Amanda",38.25.18.92
"2024-05-08 20:13:08",pe.aciertala.com,782425139,784228805,Wuilmerchimu,"Player Retail",96209276849,Wuilmerchimushop,PEN,5,0.00,5,,0.15,5.15,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986344 Voucher Canjeado",,179.6.168.48
"2024-05-08 20:41:14",pe.aciertala.com,782425139,785721690,Wilmer5,"Player Online",96209460218,Wilmer5shop,PEN,10,0.00,10,,0,10,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986347 Voucher Canjeado",,181.176.110.103
"2024-05-08 20:48:20",pe.aciertala.com,782953777,782953801,CJ_MANCOCAPAC,Operador,96209494106,CJ_MANCOCAPACunknown,PEN,32,0.00,32,,404,436,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986335 Voucher Canjeado",,38.25.22.110
"2024-05-08 21:16:32",pe.aciertala.com,783887261,785465709,jose08,"Player Retail",96209634404,jose08shop,PEN,10,0.00,10,,0.25,10.25,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986353 Voucher Canjeado",,179.6.168.145
"2024-05-09 10:56:36",pe.aciertala.com,782425139,784128728,Kiza1617,"Player Retail",96220311701,Kiza1617shop,PEN,20,0.00,20,,0.08,20.08,SportBooks,Deposit,"Depósito - Retiro","Alps Online Deposit (1017)",Payments,Deposito,,190.42.17.99
"2024-05-09 10:39:35",pe.aciertala.com,782425139,783914582,juver16,"Player Retail",96219811547,juver16shop,PEN,5,0.00,5,,0.83,5.83,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986368 Voucher Canjeado",,179.6.168.145
"2024-05-08 23:03:18",pe.aciertala.com,782425139,785576496,Paolo777,"Player Online",96209946245,Paolo777shop,PEN,350,0.00,350,,12,362,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,190.43.252.165
"2024-05-09 11:48:06",pe.aciertala.com,782425139,783993422,Xxrick,"Player Online",96221884727,Xxrickshop,PEN,85,0.00,85,,3.55,88.55,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,190.237.184.245
"2024-05-09 11:48:47",pe.aciertala.com,782425139,783993422,Xxrick,"Player Online",96221907182,Xxrickshop,PEN,120,0.00,120,,88.55,208.55,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,177.128.202.201
"2024-05-09 13:04:57",pe.aciertala.com,782425139,784989542,segun43,"Player Retail",96224450858,segun43shop,PEN,10,0.00,10,,0.7,10.7,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986383 Voucher Canjeado",,181.66.176.222
"2024-05-09 12:43:43",pe.aciertala.com,782425139,785210396,jodelzs,"Player Online",96223739942,"Jefesoporte Aciertala Gestor",PEN,5,0.00,5,,0,5,SportBooks,Deposit,"Depósito - Retiro","Deposito Bancario (83)",Banco,"Depósito De Banco",Saldo,38.25.18.92
"2024-05-09 14:01:08",pe.aciertala.com,782425139,783588842,fredyal,"Player Retail",96226323170,fredyalshop,PEN,100,0.00,100,,0.81,100.81,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986386 Voucher Canjeado",,179.7.89.133
"2024-05-09 14:58:57",pe.aciertala.com,784103888,785866001,ariana,"Player Retail",96228261203,arianashop,PEN,500,0.00,500,,1590.05,2090.05,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,138.84.38.150
"2024-05-09 14:56:21",pe.aciertala.com,784103888,785866001,ariana,"Player Retail",96228174878,arianashop,PEN,1000,0.00,1000,,1090.05,2090.05,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,138.84.38.150
"2024-05-09 16:50:55",pe.aciertala.com,782953459,783262958,clienteswebpe,Tienda,96231934232,clienteswebpeunknown,PEN,208,0.00,208,,119952.82,120160.82,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986377 Voucher Canjeado",,38.25.18.92
"2024-05-09 16:44:59",pe.aciertala.com,782425139,785770121,davis0801,"Player Online",96231761546,davis0801shop,PEN,450,0.00,450,,0.11,450.11,SportBooks,Deposit,"Depósito - Retiro","Alps Withdraw Rejected (1027)",Payments,"Retiro Rechazado",,38.43.130.208
"2024-05-09 16:09:17",pe.aciertala.com,782425139,785854505,Adib,"Player Online",96230625419,"Carolina Parra Gestor",PEN,2.5,0.00,2.5,,0.5,3,SportBooks,Deposit,"Depósito - Retiro","Deposito Bancario (83)",Banco,"Depósito De Banco","Recarga altoque",38.25.18.92
"2024-05-09 17:09:31",pe.aciertala.com,782425139,782993683,kencar,"Player Online",96232440716,"Maria Vargas Gestor",PEN,120,0.00,120,,242.49,362.49,SportBooks,Deposit,"Depósito - Retiro","Cupón Cancelado (14)",Cupón,"#1986425 Voucher Cancelado","Anulado - autorizado por Dafne",38.25.18.92
"2024-05-09 17:12:27",pe.aciertala.com,782425139,784017557,victorr10,"Player Retail",96232516226,victorr10shop,PEN,5,0.00,5,,0.63,5.63,SportBooks,Deposit,"Depósito - Retiro","Cupón redimido (12)",Cupón,"#1986428 Voucher Canjeado",,179.6.168.48
"2024-05-09 17:34:35",pe.aciertala.com,783791003,784023062,marcelovargas,"Player Retail",96233063186,marcelovargasshop,PEN,50,0.00,50,,0,50,SportBooks,Deposit,"Depósito - Retiro","Alpcash Deposit (1033)",Payments,Deposito,,190.237.33.172
